id,price_doc
4116,inf
244,inf
5108,3.1446294018153502e+34
8005,inf
728,673963153.1276858
3675,2.9338207587265685e+286
1741,3.1270417184332656e+212
5558,5.6919215797078164e+187
5019,1.0878102917413735e+34
7309,1.2117970524422835e+82
3948,4.4898484968231576e+125
2831,9.995852104208411e+295
3318,7.27190197403692e+303
3457,2.2801376578825303e+47
5440,inf
1270,inf
3528,3.988373977401311e+117
4849,inf
6815,2.1953204020144145e+70
8941,inf
1111,inf
1931,1.3148467368188074e+147
5390,9.212106702648682e+143
1298,1.0784043597884566e+34
4660,1.826299572427353e+35
5343,1.308765178852147e+38
6873,inf
6966,7.562694405879122e+278
8208,3.2199789040096676e+27
414,7.836110444963609e+212
4791,1.4700658107408724e+164
320,inf
1015,1.2656136996302922e+231
3899,1.2945458074548385e+265
5056,inf
6868,9.73633682209147e+207
6902,5.936060001040979e+107
7806,inf
4948,4.366860282654409e+47
439,1.1896403684784928e+184
2129,1.2743719767069155e+41
7284,1.3060868677976913e+216
7764,6.039628243955568e+103
8322,7.932795317974903e+54
8689,inf
1115,3.2266695798295983e+182
2866,6.151350294940747e+73
4051,1.2016507468620037e+178
1611,inf
3484,6.185388497473815e+86
4559,3.4927764456646807e+179
5260,2.0487472113043396e+33
7841,inf
2608,inf
2876,4.688426340916064e+50
1703,3.994518162984123e+184
2947,7.634658237891688e+30
6918,6.612952736025188e+134
3223,1.1226669477488465e+116
3514,4.243357460276361e+172
8162,9.837251624327187e+210
3678,3.2850694130212486e+104
8220,3.218939521095842e+65
3127,inf
3811,1.1140957971340778e+84
7903,3.205960669270987e+149
56,2.332866555455856e+97
1482,1.8713793171518054e+123
6657,7.01776763209785e+212
3903,inf
8343,4.035153654360004e+169
7594,inf
7599,2.5878020911704684e+35
375,inf
1174,7.283084337005625e+63
2722,3.4413579765294913e+131
3960,inf
4115,1.1582188546113922e+207
8222,inf
536,1.1216517900524457e+135
4774,8.81140334417598e+77
7579,9.560659668595858e+26
8461,inf
417,2.0795621757991793e+54
4768,4.500688951360659e+62
6551,inf
564,1.641957946628579e+70
6244,1.1946940797756005e+195
8842,inf
700,inf
3495,2.8315121382427187e+95
3792,2.5869099733636826e+216
3808,2.5853273704823962e+210
6398,inf
5356,inf
6804,2.1694314248941082e+175
2434,5.00854638806622e+149
6127,5.807149186914994e+99
9087,5.081472439392887e+201
2486,3.703801157860291e+180
4990,8.175666614384254e+47
5829,3.1957295893965667e+79
6250,inf
4668,1.481547102899344e+108
7993,1.7429967802766736e+193
3897,2.701119236838249e+81
6853,9.075926764054402e+31
7231,8.225101900716806e+187
1660,inf
8103,inf
6944,2.4124334851332816e+102
7355,5.8106411477573795e+112
606,2.34343248276453e+189
875,5.050754644312816e+35
907,1.8219917558722267e+154
5238,1.2485251669770157e+183
814,1.1955864824850303e+24
2233,2.1629189188763394e+162
4092,1.0994834935056823e+25
4690,2.76412515077795e+67
15,2.0447659381344866e+42
317,7.208565840747222e+254
500,9.080016150927035e+32
8363,8.852298704678682e+30
4057,4.4830513005583946e+182
4802,2.085873723481772e+24
5739,6.09423313662494e+23
7193,2.412469847310044e+49
7242,inf
7683,5.981966606937977e+178
1497,6.513658925805736e+151
5644,inf
8741,inf
357,inf
3243,inf
3455,2.991258474115785e+112
4270,1.545603495731545e+76
7511,inf
838,723041558.8807197
2727,1.7599065903954532e+69
3234,1.0378011592768405e+39
3486,inf
6459,1.631322347547275e+152
4060,7.253668881813141e+155
6175,inf
8943,inf
4883,6.148551678669113e+143
6542,inf
7532,inf
8514,inf
535,inf
1902,inf
7244,3.004712148282694e+257
899,inf
7845,4.976087111065862e+135
979,6.144045157550817e+149
1698,2.6681739057056597e+66
2028,2.5156759110905535e+140
4083,2.7517579666770235e+83
481,inf
2938,2.9771666381338947e+139
3751,1.947414188522797e+125
3858,6.4995962271661865e+69
4012,inf
4257,inf
5854,4.6493731818870685e+89
8773,inf
1418,inf
1882,1.0134272750721432e+101
1892,7.399856727994086e+25
6989,inf
7715,3.334944744348197e+253
496,1.0602464513810852e+78
3167,4.603637898329206e+100
3704,1.5881609912727776e+52
7183,4.3474622024441145e+193
7559,7.585258098593808e+98
7740,9.307531386587916e+87
1379,1.2435030284236548e+234
6042,inf
661,3.10937096202065e+25
4752,2.3445616281876e+223
2265,1.1769345503915155e+34
3605,inf
7817,8.760632913074765e+25
4521,9.26406865128846e+25
4662,3.3108966258389995e+97
5195,inf
7640,1.4618944386638757e+27
8030,5.4771727169961905e+82
830,9.327861772545902e+62
1541,4.6550684336910385e+28
4025,1.0447996525324236e+57
9020,1.0869483556922747e+287
634,1.679789033474078e+47
4986,1.8848149914594096e+72
7247,inf
6271,inf
8134,inf
8260,inf
8487,3.95518556637087e+72
570,inf
2654,2.881640991247828e+73
4941,inf
5393,inf
7246,3.9581487284516483e+40
5657,8.963000301628821e+200
7415,2.1561612901582848e+103
8173,1.1469999755313787e+270
1634,4.219631104856881e+28
3624,1.8946829968860726e+268
7853,4.8752309747908254e+142
2502,inf
3094,5.074611874476116e+49
5722,1.0667464372766854e+36
1801,8.059589337281202e+139
7096,inf
1183,4.676362705909296e+184
3475,4.90381654582732e+177
7608,inf
139,inf
3202,inf
6659,3.520157140313744e+49
4501,inf
5863,3.109877785694468e+45
6224,4.342056780182282e+53
8154,2.6840097948550114e+115
433,9.230348875344022e+265
6744,inf
7922,6.56560523799508e+62
313,1.5236356664447587e+22
2631,5.720809346620332e+169
7255,2.4735432665106687e+229
7296,1.0218831136271372e+32
8722,inf
3112,inf
3923,4.1284128366871954e+184
3157,1.4276608535738721e+133
3740,3.435175272856854e+105
5141,inf
5213,7.03126417419426e+113
5290,5.111046058972598e+191
7908,inf
8408,inf
8658,1.517179453412977e+259
819,1.094447052467521e+126
2819,2.345619314954727e+229
4732,1.9722445266553735e+54
5230,1.3321525909316815e+36
6365,1.635303894709924e+38
7013,1.2712912632119492e+75
7158,4.579403996003393e+192
4326,2.469424585908535e+23
5546,inf
2970,1.6085905468241982e+115
6656,225842473326.08093
181,2.0117009056586063e+112
696,5.219641442779844e+186
6008,4.87368579453714e+182
580,inf
6032,1.5386399653163093e+254
509,inf
1655,5.869370207364919e+299
4756,inf
6955,1.673123411015811e+105
2617,3.322971926115104e+162
3321,inf
5973,1.1503211077660088e+216
6167,3.191791893201138e+138
6580,1.7525435383362598e+77
8410,9.825219499616583e+201
319,5.158674298234152e+78
4029,4.5884062442913283e+232
6181,2.809497921177704e+152
7223,2.7909830308800057e+24
8270,1.9974386790304752e+142
9026,inf
4557,inf
6701,inf
422,1.6299007761681266e+206
4109,4.018714343000865e+42
4308,inf
4353,1.4332009386046704e+141
1828,3.649972839497106e+272
2214,inf
2785,1.2611375674264074e+87
4082,inf
4276,8.156393452702837e+107
6570,1.3702064613837687e+84
8274,3.273689588644323e+189
225,1.6604101826561933e+129
708,2.0894495766081558e+82
2034,9.156350186058007e+86
3191,4.2664473931156075e+188
6761,9.524169069768167e+34
7793,inf
1592,inf
3601,5.110170795039122e+236
4432,inf
5809,6.246470012508568e+55
7756,7.905000625620091e+215
8002,2.205448904205648e+212
1283,5.50425104228606e+27
2384,7.317336817862657e+22
2611,4.358979975308063e+103
3599,5.704802015140142e+207
4314,5.9384089140623855e+186
6090,inf
6582,inf
681,1.6421157423520013e+127
1950,inf
5312,2.3048622052538397e+37
6571,2.5846882174182437e+305
7198,inf
922,8.857847509763013e+241
4372,3.9112555126927567e+37
5239,5.3361644335340215e+35
7590,1.6749190847269519e+27
8521,3.679094870529612e+271
1813,inf
2562,2.084706274534287e+73
3130,3.4404119694979203e+56
7182,3.1452076913200445e+184
8342,8.148562961722506e+269
120,1.0795074859962504e+119
2991,3.530293503992231e+26
3134,8.528582173009897e+80
4388,inf
4855,inf
1181,inf
3919,6.465103847700775e+292
8725,1.4366574212819175e+192
233,2.1018190519716024e+219
292,inf
1053,1.2418531422669566e+190
1311,2.1365694915771572e+266
5318,6.369344481089132e+26
1028,inf
3013,3.538494999396335e+118
3650,1.2673962531397583e+25
4997,7.681695031528682e+73
5432,5.612616962072395e+55
7423,5.645328648936306e+193
7888,1.9789141855726504e+267
8367,inf
8491,inf
3614,5.300260254311347e+136
7573,1.0394073081054242e+251
5623,inf
5781,inf
9062,3.522390433159739e+104
470,1.0789430939234839e+151
4301,inf
4455,2.200682496604932e+150
7132,inf
8649,9.815723632268934e+207
885,2.1244494899627784e+75
5890,9.166827059056564e+191
8502,6.184041964826525e+192
8948,6.22814652561515e+61
110,3.601141873838997e+240
777,inf
7641,1.2598530131386224e+241
8160,inf
8545,1.1027213084741278e+53
8917,6.410713254492991e+82
3327,inf
5946,2.6281171513015973e+253
6945,2.6622481529674494e+297
1013,3.2939805794732793e+97
4564,inf
6751,2.0885047181908673e+215
1095,2.007313824552682e+168
1392,2.3750831777140235e+24
1908,4975505817.982773
3088,9.279725601226343e+28
3661,3.303304863395558e+28
141,1.0541348924563701e+141
425,inf
1547,inf
6026,1.035151230393566e+129
8500,9.292811318271888e+136
2865,inf
3274,inf
4172,2.006347363600448e+22
4414,inf
5194,inf
6637,1.1866360629268436e+35
1204,2.7978676191026876e+30
4069,4.169846170918518e+29
5363,4.110724828921914e+22
6783,1.5819219052549668e+65
7083,inf
7445,inf
8982,6.790893858185201e+190
1911,inf
2753,3.878597270825418e+98
5210,2.3352220122591975e+219
7230,inf
8178,2.759138319783557e+112
2331,1.0050682075694153e+292
2605,3.1080596283182677e+66
4022,inf
7049,2.5125533944477424e+274
8526,1.6162106162337179e+32
9080,4.1584976551065787e+139
257,inf
3840,1.3419097252448747e+267
4902,1.9022841439942427e+238
1969,inf
6303,inf
8506,5.426848674565965e+290
782,inf
1837,inf
5428,3.5926753826617694e+28
7249,6.11007041651797e+46
8406,2.0216558274829072e+71
137,9.949459004607302e+189
1798,inf
2320,inf
3802,4.632535258334272e+214
5284,1.7847130906668854e+204
7753,8.047407221679406e+69
7943,2.8645163773248423e+282
2117,1.4366109786823129e+107
2169,2.560252673994544e+99
2875,3.3669090384906595e+23
3290,inf
5431,6.036973851641982e+68
6228,1.968774723143244e+24
8991,5.530243695784957e+228
2317,2.204642260277474e+221
2711,1.0714861691929763e+65
5963,inf
7262,2.997506838580962e+62
1850,1.562160963278902e+96
3639,8.420438044543841e+177
5474,1.5033537413131076e+61
6623,1.0986685263044809e+148
6851,3.767959327185573e+40
8054,4.219597179142799e+94
8077,inf
8377,5.600911061233572e+35
214,1.367206041375221e+64
2329,1.1804975503355863e+217
6162,2.2246209978540602e+97
6258,2.649591220207039e+61
6890,inf
314,2.8594499866458773e+265
538,8.04200970714023e+30
2045,3.697786305801843e+79
5181,8.679189875479133e+135
348,3.786337788366412e+118
7769,7.0124767118480106e+196
8375,4.404259436982197e+168
1264,7.64516219350796e+85
4382,inf
6434,inf
6628,inf
7672,1.6821912938094506e+181
7858,inf
1877,2.211385269966415e+296
7694,inf
8021,inf
8713,3.225597277112302e+213
1528,1.4319774355969726e+203
1889,5.025272678888735e+199
3133,1.3717019568790814e+29
4090,2.1869855164854843e+24
1439,2.29412243785782e+22
2251,6.026017797396963e+153
3654,inf
7589,inf
7925,7.822544208623735e+162
134,inf
935,inf
1466,inf
3315,4.4722870826564595e+23
5391,inf
6336,9.716962601040323e+65
7276,6.900554736493659e+133
7995,inf
8616,1.0054120764407227e+100
1893,5753041750.751396
3281,1.9685008568164773e+205
4747,4.043941289391419e+238
6809,7.693263265297434e+149
6939,5.404121235353154e+133
7644,4.477477047954518e+225
1871,6.619546573787513e+152
2416,2.2463832918369157e+185
2718,4.02292734241704e+102
6533,4.6528846802926714e+100
7232,inf
8422,2.666951517287895e+260
8828,inf
90,inf
2390,inf
2871,3.6499227279089127e+99
4492,inf
5133,1.0025988982513266e+95
5794,3.387593138662063e+113
3718,6.887666519590466e+222
119,inf
8436,inf
1385,inf
2787,5.204678130349439e+280
131,inf
1050,8.221495615248001e+171
1209,inf
3181,2.083767249198943e+81
6064,inf
2480,3.7878218901779456e+265
9066,4.430086559509732e+68
270,inf
3435,inf
2948,inf
7330,inf
7802,3.707200600683867e+29
8858,8.578016190314293e+42
631,4.3743100448984226e+128
7605,1.2055629967772421e+32
8053,4.186562983881649e+174
312,inf
673,4.3957347063727534e+25
1438,2.0949468085200245e+106
7305,1.3603356961994085e+205
8355,inf
1920,5.928652934556889e+144
7746,9.268640106428371e+113
2968,6.889779996395068e+33
3612,inf
3724,4.187923104847505e+36
4438,1.2530445012856207e+68
5511,1.2978264356304477e+37
6017,8.348046539948256e+73
2581,2.5955130125400507e+85
6641,3.83347180637519e+24
7577,7.060333515620745e+84
8310,5.301717402037965e+76
167,4.348174609683969e+232
3297,inf
6941,inf
7676,inf
1327,3.5397739180745014e+175
4050,inf
879,inf
3562,inf
6525,3.677142115342894e+226
8224,1.3990094477572432e+52
7343,1.9983970145097044e+35
8035,1.3760552094881168e+233
660,inf
1001,1.2230533818245915e+119
2082,4.092243647369202e+233
2776,7.290697808060592e+56
3298,inf
4552,1.3575003881509605e+183
5773,4.4348826906136535e+267
7970,6.003863714815288e+99
2986,inf
5573,9.900936097950606e+76
6451,2.804396215459389e+62
3993,8.255780016651609e+66
4487,1.7747728108998702e+266
7398,3.436253236518989e+225
7722,inf
744,1.6359935143066644e+133
3854,inf
4496,2.25818390664467e+307
4499,2.5876566714045434e+229
8389,3.832846325015815e+83
8498,3.6804276096589214e+236
769,4.1256094921388235e+204
3490,3.951322483126749e+115
5058,inf
5601,5.195942854006384e+69
6029,1.5169799034936813e+154
9039,9.228414813804559e+97
6146,inf
1795,8.458549732904834e+107
3670,3.886108722438166e+58
6301,1.7682142910380778e+39
3213,2.0943595769504356e+132
6575,1.3570042085745575e+33
6137,4.909466744670532e+224
9111,1.04772515218299e+260
2702,1.1880963930585516e+281
3816,inf
5062,3.549913738714706e+209
6013,inf
6554,inf
6633,1.1171862872119427e+73
8329,4.977358593168568e+190
1982,1.1920770426223441e+235
2629,inf
4014,1.4683460937967277e+94
7757,1.2822781376625598e+197
2200,2.542255225561984e+88
3108,3.65967686754286e+30
8402,1.1039877975539964e+256
3916,25877163207.89373
5095,3.748923217557962e+174
6056,2.4277507179873213e+116
8199,inf
1304,1.9128525649233828e+121
4421,5.616280155391147e+32
183,inf
2065,inf
2285,4.5116958013843026e+297
2888,inf
4342,9.99777176726822e+145
7282,4.002274367863937e+277
2254,1.1089568141961513e+28
2686,3.574000149805013e+72
2984,inf
5810,inf
3799,2.4980089165586876e+193
4568,inf
7362,1.9317244512467375e+25
8456,3.578630838733068e+113
8623,5.486445331362288e+177
9112,inf
6988,3.001742741325356e+208
7040,5.966991501258741e+102
34,inf
8369,6.047229979391526e+27
454,1.0284217310163799e+212
2020,inf
4996,7.212971461302234e+158
7833,inf
8186,8.49547242584013e+134
1961,2.4556355471405524e+80
4187,inf
462,inf
2172,inf
7822,1.6928944734281933e+94
8985,3.236451647802055e+49
2675,8.64362015569417e+119
6726,2.80458655948522e+161
1124,inf
1578,2.2688917786875197e+224
2140,1.2979310963360744e+24
3338,2.2377305867591888e+26
4648,9.806622166704001e+81
5026,2.9900491291828334e+143
9135,7.913893378821554e+214
648,6.729501662217825e+136
2874,inf
4324,4.049748786800301e+83
4671,3.0985148298993004e+170
7160,1.4631267868125307e+81
7749,inf
8926,8.292622179315251e+28
8998,5.818281806467257e+201
772,3.883770060014081e+290
6012,inf
7156,7.565029170921802e+182
7400,inf
445,5.354274464877073e+72
826,inf
3763,8.486359211534855e+53
5382,inf
361,4.088258384713683e+38
377,5.065595753016176e+208
568,1.1620915213232504e+126
5911,inf
6729,1.8272212482781714e+215
1007,4.687916099172268e+231
5172,4.14081701398574e+65
1638,2.172155881332746e+148
3172,4.237575199748072e+64
5090,inf
7517,inf
7582,4.5605426938750174e+23
7924,inf
5651,7.48576551442199e+191
7877,2.5548180294618726e+77
8896,7.83665507171063e+141
1390,2.4941878215701447e+114
2435,inf
4930,3.606335128194065e+226
7614,4.408512840197145e+261
8497,inf
2782,1.7383949917764436e+72
6379,inf
7765,inf
2133,9.494262289779105e+195
3105,inf
4667,6.582899471581275e+24
5947,1.6998012870434288e+305
6397,inf
8562,9.869081458150222e+63
7554,1.3559772925001681e+197
621,inf
1487,2.7738960810741495e+45
2421,inf
2606,6.267271455020848e+182
3878,1.5507382917154942e+122
4251,2.269702512327221e+19
4256,8.938845291448169e+73
5706,inf
5950,1.3777545119719656e+49
7438,9.790217990614276e+140
8302,4.461130136228858e+57
9115,inf
1463,2.195917397714592e+21
2662,inf
4004,1.5306577118700228e+118
4685,inf
5694,inf
7050,3.7049159479281336e+24
7654,5.1945675693262854e+100
8183,inf
2168,4.547394469241317e+97
2651,inf
4767,inf
4825,inf
6946,inf
7014,2.7045251537536707e+53
7088,inf
4207,2.2476953265547133e+27
4674,6.185227095166443e+141
7510,inf
149,3.134743060784437e+134
1079,inf
7661,5.371298496557593e+184
8283,5.049744342889823e+40
8816,1.2535945206501257e+305
9068,2.930005214233425e+70
276,1.714388374792373e+68
1488,inf
2505,6.182742176671277e+72
